speaker	lang	ltype	ave_ttr	se	nmessages	to_whom
Jigoku no Tenshi	Venezuela-Castellano	L1	0.64	0.0	1.0	to_L1
Jigoku no Tenshi	Venezuela-Castellano	L1	0.62	0.0	1.0	to_L2
Cebolleta	Spanish (Spain)	L1	0.57	0.0	1.0	to_L1
Cebolleta	Spanish (Spain)	L1	0.6950000000000001	0.03499999999999997	2.0	to_L2
Pedro P. Calvo Morcillo	España, español.	L1	0.7050000000000001	0.03499999999999997	2.0	to_L1
Pedro P. Calvo Morcillo	España, español.	L1	0.66	0.0	1.0	to_L2
Wapochen	Ecuador, español	L1	0.53	0.0	1.0	to_L1
Wapochen	Ecuador, español	L1	0.62	0.0	1.0	to_L2
bacchebenevenies	Español (Argentina)	L1	0.69	0.03999999999999998	2.0	to_L1
bacchebenevenies	Español (Argentina)	L1	0.71	0.014719601443879739	4.0	to_L2
magdala	Española (Madrileña)	L1	0.775	0.025000000000000022	2.0	to_L1
magdala	Española (Madrileña)	L1	0.72	0.0	1.0	to_L2
elmg	Spanish - Argentina	L1	0.76	0.0	1.0	to_L1
elmg	Spanish - Argentina	L1	0.74	0.0	1.0	to_L2
balduino	Castellano	L1	0.72	0.0	1.0	to_L1
balduino	Castellano	L1	0.66375	0.02227566737816977	8.0	to_L2
aifustek032	Español (España)	L1	0.71	0.0	1.0	to_L1
aifustek032	Español (España)	L1	0.71	0.0	2.0	to_L2
carzante	España - Castellano & Galego	L1	0.77	0.0	1.0	to_L1
carzante	España - Castellano & Galego	L1	0.73	0.0	1.0	to_L2
claramolin	Español - Argentina	L1	0.72	0.0	1.0	to_L1
claramolin	Español - Argentina	L1	0.63	0.0	1.0	to_L2
Neo1961	Castellano	L1	0.63	0.0	1.0	to_L1
Neo1961	Castellano	L1	0.72	0.0	1.0	to_L2
Milhaud	Spanish (Spain)	L1	0.74	0.0	1.0	to_L1
Milhaud	Spanish (Spain)	L1	0.56	0.0	1.0	to_L2
sunce	Español, España	L1	0.74	0.0	1.0	to_L1
sunce	Español, España	L1	0.61	0.08999999999999997	2.0	to_L2
alinapopi	Romanian	L2	0.69	0.0	1.0	to_L1
alinapopi	Romanian	L2	0.71	0.0	1.0	to_L2
Soto	español - argentina	L1	0.71	0.0	1.0	to_L1
Soto	español - argentina	L1	0.65	0.0	1.0	to_L2
trejosluna	CR - Español	L1	0.63	0.0	1.0	to_L1
trejosluna	CR - Español	L1	0.66	0.0	1.0	to_L2
Magnalp	Español - México	L1	0.7	0.08000000000000002	2.0	to_L1
Magnalp	Español - México	L1	0.645	0.03427827300200519	4.0	to_L2
oriental	Spanish-R.O.Uruguay	L1	0.65	0.0	1.0	to_L1
oriental	Spanish-R.O.Uruguay	L1	0.77	0.027988092706244444	4.0	to_L2
RADIRO	Spanish	L1	0.7050000000000001	0.054999999999999986	2.0	to_L1
RADIRO	Spanish	L1	0.645	0.10499999999999997	2.0	to_L2
HaHa08	Spanish - Spain	L1	0.64	0.020000000000000018	2.0	to_L1
HaHa08	Spanish - Spain	L1	0.6875	0.020564937798755102	4.0	to_L2
valdemar	Español mexicano	L1	0.72	0.0	1.0	to_L1
valdemar	Español mexicano	L1	0.615	0.04500000000000005	2.0	to_L2
-CAIN-	Chile, Castellano (Spanish)	L1	0.74	0.0	1.0	to_L1
-CAIN-	Chile, Castellano (Spanish)	L1	0.7333333333333334	0.006666666666666672	3.0	to_L2
talshanir	Argentina Spanish	L1	0.61	0.0	1.0	to_L1
talshanir	Argentina Spanish	L1	0.83	0.0	1.0	to_L2
jc19	Español - México	L1	0.8	0.0	2.0	to_L1
jc19	Español - México	L1	0.69	0.02999999999999997	2.0	to_L2
Elocutio	Spanish	L1	0.71	0.0	1.0	to_L1
Elocutio	Spanish	L1	0.67	0.0	1.0	to_L2
pdro	español	L1	0.76	0.0	1.0	to_L1
pdro	español	L1	0.8	0.0	1.0	to_L2
Andurriante	Spanish	L1	0.77	0.0	1.0	to_L1
Andurriante	Spanish	L1	0.64	0.0	1.0	to_L2
Honorato	Español (o Castellano)	L1	0.61	0.0	1.0	to_L1
Honorato	Español (o Castellano)	L1	0.79	0.0	1.0	to_L2
SusanBryan	Spanish- Br. English	L1	0.69	0.0	1.0	to_L1
SusanBryan	Spanish- Br. English	L1	0.76	0.0	1.0	to_L2
Plangam	Castellano de México	L1	0.59	0.0	1.0	to_L1
Plangam	Castellano de México	L1	0.69	0.009999999999999953	2.0	to_L2
cachomero	Spanish - Spain	L1	0.71	0.0	1.0	to_L1
cachomero	Spanish - Spain	L1	0.69	0.0	1.0	to_L2
furie	Spain, Spanish	L1	0.7	0.0	1.0	to_L1
furie	Spain, Spanish	L1	0.74	0.0	1.0	to_L2
baufred	Deutsch	L2	0.74	0.0	1.0	to_L1
baufred	Deutsch	L2	0.69	0.0	1.0	to_L2
Fanaya	Castilian-leonese Spanish - Spain	L1	0.7075	0.01249999999999999	4.0	to_L1
Fanaya	Castilian-leonese Spanish - Spain	L1	0.6475	0.03816084380618436	4.0	to_L2
LucíaV	Spanish Spain	L1	0.66	0.0	1.0	to_L1
LucíaV	Spanish Spain	L1	0.725	0.035000000000000024	2.0	to_L2
El Patillas	Svenska	L2	0.53	0.0	1.0	to_L1
El Patillas	Svenska	L2	0.65	0.0	1.0	to_L2
Iratxo	Spanish - Spain / Basque	L1	0.57	0.0	1.0	to_L1
Iratxo	Spanish - Spain / Basque	L1	0.61	0.0	1.0	to_L2
Kamin	Spanish (Spain)	L1	0.69	0.0	1.0	to_L1
Kamin	Spanish (Spain)	L1	0.76	0.0	1.0	to_L2
KorsoCL	Spanish	L1	0.83	0.0	1.0	to_L1
KorsoCL	Spanish	L1	0.69	0.0	1.0	to_L2
Emeté	Spanish - Spain	L1	0.78	0.0	1.0	to_L1
Emeté	Spanish - Spain	L1	0.65	0.0	1.0	to_L2
