message_id	ttr	speaker	lang	ltype	topic	topicstarter	topicstarter_lang	topicstarter_ltype
post5902400	0.77	MoonCat	Spanish from Spain	L1	post5901454	Parichay	Hindi	L2
post11472845	0.8	Cubos	Español de Chile	L1	post11472793	solysombra	Argentina (Castellano)	L1
post11468420	0.65	PACOALADROQUE	ESPAÑOL (CARTAGENA-ESPAÑA)	L1	post11468410	Espero Antos	Italian	L2
post11461124	0.72	Pixidio	Español	L1	post11461083	Hiro Sasaki	Japan, Japanese	L2
post11458885	0.54	nand-o	European Spanish	L1	post11458635	dzpqkl	汉语	L2
post11461102	0.65	Peón	Castellano	L1	post11461075	AbelValdez	Mexican Spanish	L1
post11460469	0.74	MHCKA	MÉXICO. ESPAÑOL	L1	post11460447	salvare	español	L1
post11444659	0.72	Pinairun	Castellano	L1	post11444513	Arrko	Spanish	L1
post11443598	0.68	hosec	español	L1	post11443450	Arrko	Spanish	L1
post11442785	0.71	Víctor Pérez	Español peninsular Français	L1	post11442470	hapax	España, español	L1
post5371831	0.7	Pinairun	Castellano	L1	post5371711	agromusica	Español (alfabeto internacional)	L1
post11430560	0.78	torrebruno	español	L1	post11430529	Ceviche con patacones	Español - Costa Rica	L1
post1439231	0.76	pejeman	Español	L1	post1438941	mirx	Español	L1
post11434889	0.72	juandiego	Spanish from Spain	L1	post11434841	Anazuzana	eslovaco	L2
post11422065	0.72	torrebruno	español	L1	post11422025	Pinairun	Castellano	L1
post11417258	0.66	Víctor Pérez	Español peninsular Français	L1	post11417169	Barchita	czech	L2
post11414873	0.68	Peterdg	Dutch - Belgium	L2	post11414324	ahiqar	Polish	L2
post11417684	0.78	torrebruno	español	L1	post11417493	Chulifo	Español Venezolano	L1
post11409498	0.74	Duometri	Spain, Spanish	L1	post11409276	Hiro Sasaki	Japan, Japanese	L2
post11404520	0.76	Jonno	Castellano	L1	post11404495	polesp	polish	L2
post11398838	0.75	Pinairun	Castellano	L1	post11398745	oa2169	Español	L1
post11394874	0.71	JeSuisSnob	Mexican Spanish	L1	post11392684	erfoud	spanish	L1
post11372828	0.71	_SantiWR_	Spanish - Spain	L1	post11372592	Krastief	Dutch	L2
post11384550	0.69	woosh	español	L1	post11384533	Takayuk	Japonés - Japón	L2
post11382205	0.57	cacarulo	Buenos Aires, Argentina * Español	L1	post11382134	dzpqkl	汉语	L2
post11362487	0.68	woosh	español	L1	post11362450	swift	Spanish – Costa Rica (Valle Central)	L1
post4470618	0.83	Namarne	Spanish	L1	post4470324	emilita	Polish	L2
post11364740	0.66	AllegroModerato	Dutch (Netherlands)	L2	post11364612	in-need	French - France	L2
post6184130	0.69	Agró	Spanish-Navarre	L1	post6184090	Renekert	spanish	L1
post11350680	0.67	juandiego	Spanish from Spain	L1	post11350539	asm	Mexico, Spanish	L1
post11348030	0.59	Erreconerre	Mexican Spanish	L1	post11347966	*LiZ*	Mexican Spanish	L1
post11344314	0.62	Canela Mad	Spanish Colombia-Spain	L1	post11344255	kornilios	greek	L2
post11338445	0.74	Colchonero	Español	L1	post11338423	Cee17	spanish	L1
post11338050	0.69	juandiego	Spanish from Spain	L1	post11337963	JPUIG	Español	L1
post1552836	0.75	ordequin	Castellano/ España	L1	post1552781	Darrel	Español	L1
post11327962	0.71	kunvla	Ruso	L2	post11327949	Hiro Sasaki	Japan, Japanese	L2
post11316670	0.57	ACQM	Spain - Spanish	L1	post11315799	smarthodas	arabic_egypt	L2
post11315438	0.67	Duometri	Spain, Spanish	L1	post11310913	AllegroModerato	Dutch (Netherlands)	L2
post9172152	0.86	PACOALADROQUE	ESPAÑOL (CARTAGENA-ESPAÑA)	L1	post9172130	ika_verde	Español Colombiano	L1
post11311134	0.72	Víctor Pérez	Español peninsular Français	L1	post11310890	torrebruno	español	L1
post11308574	0.55	XiaoRoel	galego, español	L1	post11308533	Maick	Español mexicano	L1
post11301135	0.6	XiaoRoel	galego, español	L1	post11301000	kornilios	greek	L2
post9800662	0.62	Peterdg	Dutch - Belgium	L2	post9800540	chuchobacc	Venezuela	L2
post11286908	0.71	oa2169	Español	L1	post11286874	jpaulopf	Português - Brasil	L2
post7451393	0.65	Soto	español - argentina	L1	post7451351	vderosa	Italian	L2
post11285583	0.74	Peón	Castellano	L1	post11285341	smarthodas	arabic_egypt	L2
post11274204	0.65	piojosnos	Spanish	L1	post11274061	liquidsnake	Colombian, Spanish	L1
post11272986	0.69	aldonzalorenzo	Spanish	L1	post11272875	meedherrero	French-Spanish	L1
post11279008	0.73	Víctor Pérez	Español peninsular Français	L1	post11278642	TORNASSOL	Spanish (Spain)	L1
post11277779	0.72	swift	Spanish – Costa Rica (Valle Central)	L1	post11277735	Anónimo3	Español	L1
post11274565	0.79	XiaoRoel	galego, español	L1	post11274540	Poncho-Wordsmith	Mexican Spanish American English	L1
post11270692	0.72	miguel89	Spanish	L1	post11270530	涼宮	Sbaeneg/Castellano (Venezuela)	L1
post11273447	0.66	kunvla	Ruso	L2	post11273424	Cornelioh	Español mexicano	L1
post11271410	0.73	las cosas facilitas	valenciano y castellano	L1	post11271355	Vampiro	Chile - Español	L1
post11271800	0.69	Jonno	Castellano	L1	post11271749	Hiro Sasaki	Japan, Japanese	L2
post11271279	0.69	luna_mdq	castellano - argentina	L1	post11271106	Hiro Sasaki	Japan, Japanese	L2
post11268170	0.71	Jonno	Castellano	L1	post11268111	copla	Chino, Cantonés	L2
post11248664	0.72	Fanaya	Castilian-leonese Spanish - Spain	L1	post11248396	SãoEnrique	French France	L2
post11247923	0.75	woosh	español	L1	post11247475	SusanMdq	Argentina	L2
post1184852	0.73	Pumpkin72	Spain, Spanish	L1	post1183410	eglute	Lithuania	L2
post11240536	0.67	XiaoRoel	galego, español	L1	post11240417	vanesselen	Spanish	L1
post11224831	0.69	Jonno	Castellano	L1	post11224765	solysombra	Argentina (Castellano)	L1
post11220993	0.78	swift	Spanish – Costa Rica (Valle Central)	L1	post11220964	robertopolaco	polaco	L2
post11161991	0.66	Fanaya	Castilian-leonese Spanish - Spain	L1	post11161880	drag1234	Italian	L2
post11210533	0.64	Agró	Spanish-Navarre	L1	post11210492	Pedro Felipe	Spanish	L1
post7779072	0.77	ManPaisa	AmE (New England) / español (Colombia)	L1	post7778842	gimishe	spanish	L1
post11205120	0.74	juandiego	Spanish from Spain	L1	post11203922	hagne	Polish	L2
post11200462	0.75	XiaoRoel	galego, español	L1	post11200375	Lulu978	italiano	L2
post11204820	0.64	Adolfo Afogutu	Español	L1	post11204472	okporip	Brasil, português	L2
post11192345	0.68	XiaoRoel	galego, español	L1	post11191678	Crystal Dome	Spanish (Spain)	L1
post11194710	0.66	XiaoRoel	galego, español	L1	post11194352	stephen woolf	Italian	L2
post11190811	0.65	Bloodsun	Castellano - Argentina	L1	post11189100	cacarulo	Buenos Aires, Argentina * Español	L1
post11189236	0.69	cacarulo	Buenos Aires, Argentina * Español	L1	post11188517	Cornelioh	Español mexicano	L1
post2641517	0.81	PABLO DE SOTO	Spain Spanish	L1	post2641436	katia italia	italia italiano	L2
post11177358	0.67	XiaoRoel	galego, español	L1	post11177288	dardoli	Spanish	L1
post11176579	0.55	Calambur	Castellano (rioplatense) - Lunfardo	L1	post11176393	elnickestalibre	español	L1
post11176123	0.75	ACQM	Spain - Spanish	L1	post11176080	torrebruno	español	L1
post11174758	0.74	XiaoRoel	galego, español	L1	post11173144	Naticruz	Portugal - Português	L2
post11172757	0.68	Jonno	Castellano	L1	post11172614	Lulu978	italiano	L2
post11161468	0.66	Fernando	Spain, Spanish	L1	post11161377	moonlight7	Russian	L2
post8387023	0.62	litelchau	Spanish-Spain	L1	post8386705	Hipatia91	Spanisch - Spain	L1
post11158230	0.77	Переводчик	Spanish (Spain) & Catalan	L1	post11157028	ilhermeneuta	Mexican Spanish	L1
post11157964	0.69	Peón	Castellano	L1	post11155255	Una mexicana más	Mexican Spanish	L1
post11144067	0.69	Erreconerre	Mexican Spanish	L1	post11144003	Tacherie	Spanish - Argentina	L1
post11151175	0.74	juandiego	Spanish from Spain	L1	post11150519	Abdi	Castellano, Uruguay	L1
post11146798	0.67	XiaoRoel	galego, español	L1	post11146062	Sergiov3	Spanish	L1
post11146538	0.69	Adolfo Afogutu	Español	L1	post11146040	epistolario	Tagalog	L2
post11135326	0.58	XiaoRoel	galego, español	L1	post11135104	dardoli	Spanish	L1
post11140853	0.64	canceriano22	peruvian-spanish	L1	post11140773	irene.acler	Italiano	L2
post11133720	0.74	XiaoRoel	galego, español	L1	post11133411	dardoli	Spanish	L1
post11133455	0.55	feryeng	Spanish	L1	post11132213	Mortadelo y Filemón	English	L2
post11128560	0.8	zeuss1983	spanish	L1	post11128476	Magda_m	polish	L2
post11122958	0.58	XiaoRoel	galego, español	L1	post11122949	Davidshin	coreano	L2
post11115688	0.75	Adolfo Afogutu	Español	L1	post11114900	albertovidal	Spanish, Argentina	L1
post11113838	0.67	Fanaya	Castilian-leonese Spanish - Spain	L1	post11113637	SãoEnrique	French France	L2
post11114452	0.68	Peterdg	Dutch - Belgium	L2	post11113179	cristinaren	Chinese	L2
post11113259	0.65	ilhermeneuta	Mexican Spanish	L1	post11113218	Takayuk	Japonés - Japón	L2
post9707613	0.68	PACOALADROQUE	ESPAÑOL (CARTAGENA-ESPAÑA)	L1	post9707570	Naticruz	Portugal - Português	L2
post11094336	0.76	Calambur	Castellano (rioplatense) - Lunfardo	L1	post11094051	torrebruno	español	L1
post3330325	0.73	clares3	español España	L1	post3330193	Domtom	español, català	L1
post6403378	0.63	Pen-dragon	Spanish (European)	L1	post6403357	estella ba	greek	L2
post6173186	0.79	Pinairun	Castellano	L1	post6173090	tanoseba	spanish	L1
post11074065	0.69	vocabulum	Spanish - México, D.F.	L1	post11074049	lapiita	peruvian spanish	L1
post11078364	0.72	swift	Spanish – Costa Rica (Valle Central)	L1	post11078203	farzam	BE - Dutch	L2
post11079477	0.64	Jonno	Castellano	L1	post11079420	Lula_	Italiano-Italia	L2
post11063574	0.7	Istriano	Croatian	L2	post11063474	nagchampa	English	L2
post11066308	0.77	swift	Spanish – Costa Rica (Valle Central)	L1	post11066296	Jitabonita	Colombian spanish	L1
post11060205	0.74	Fanaya	Castilian-leonese Spanish - Spain	L1	post11060115	naflat	Spanish - Spain	L1
post10065168	0.64	hosec	español	L1	post10065018	gregorysuy	Dutch Belgium	L2
post11046806	0.64	Magnalp	Español - México	L1	post11046718	robertopolaco	polaco	L2
post2536635	0.68	lamartus	Spain Spanish	L1	post2536591	llunita	België - nederlands	L2
post11009885	0.74	oa2169	Español	L1	post11009762	pelus	Castellano (Argentina)	L1
post11023708	0.46	murciana	Spanish - Spain	L1	post11023483	VitalinaT	Russian-Ucranian	L2
post11015243	0.71	Peón	Castellano	L1	post11014616	viuchi	Romanian - Romania	L2
post11014635	0.69	HaHa08	Spanish - Spain	L1	post11014505	depmod	serbian	L2
post11007871	0.64	jorgema	Peruvian Spanish	L1	post11007842	pelus	Castellano (Argentina)	L1
post11008576	0.72	Jonno	Castellano	L1	post11008487	suleyman	turkish	L2
post10069010	0.66	jorgema	Peruvian Spanish	L1	post10068973	Aviador	Castellano de Chile	L1
post7303931	0.78	Emeté	Spanish - Spain	L1	post7303922	juanjoluj	Spanish	L1
post10993524	0.71	Jonno	Castellano	L1	post10993511	Lulu978	italiano	L2
post10990457	0.59	ErOtto	Bilingual: Spanish (Spain) / German (Germany)	L1	post10989911	Lady Marion	Italiano	L2
post10979187	0.75	Jonno	Castellano	L1	post10978905	hungryplanets00	English - US	L2
post3474242	0.73	Surinam del Nord	Español - España	L1	post3470811	Patripeque	Spain, spanish	L1
post10955284	0.68	Jonno	Castellano	L1	post10955240	RomeroJR	España, español y catalán	L1
post10954431	0.66	Namarne	Spanish	L1	post10954402	Jennifermack	español	L1
post10952781	0.75	Adolfo Afogutu	Español	L1	post10952612	Macaracol	Français	L2
post10948487	0.54	PABLO DE SOTO	Spain Spanish	L1	post10948179	robertopolaco	polaco	L2
post10943809	0.67	ErOtto	Bilingual: Spanish (Spain) / German (Germany)	L1	post10943732	Raf100	Polish	L2
post10939342	0.71	Agró	Spanish-Navarre	L1	post10939327	olcountrylawyer	The American Slanguage	L2
post10937980	0.73	Pebre Verd	CATALAN	L2	post10937906	oa2169	Español	L1
post8210995	0.75	ManPaisa	AmE (New England) / español (Colombia)	L1	post8210897	RubiM	Português - Brasil	L2
post10927450	0.72	Adolfo Afogutu	Español	L1	post10927135	PABLO DE SOTO	Spain Spanish	L1
post10925961	0.74	Aserolf	Español - México	L1	post10925931	cristalito	spanish	L1
post1520242	0.79	ordequin	Castellano/ España	L1	post1519874	Henrik Larsson	Spanish	L1
post10916041	0.78	Magnalp	Español - México	L1	post10916010	amazinggrace2	Spanish	L1
post10910658	0.71	Soto	español - argentina	L1	post10910522	tigre_est	Spanish	L1
post10898914	0.82	Eneamus	Spanish	L1	post10898847	Queen_Elizabeth	italiano	L2
post10892360	0.63	Jonno	Castellano	L1	post10892343	Novata.tw	Taiwan / Chinese & Taiwanese	L2
post10878531	0.52	cacarulo	Buenos Aires, Argentina * Español	L1	post10876136	smarthodas	arabic_egypt	L2
post2239481	0.67	aleCcowaN	Castellano - Argentina	L1	post2239396	frankpowers	Español, Mexico	L1
post10872333	0.78	Calambur	Castellano (rioplatense) - Lunfardo	L1	post10871950	betty19001	Italian	L2
post10871544	0.75	Kaxgufen	Castellano de Argentina	L1	post10870210	Silenca	Chinese	L2
post10870726	0.66	Cebolleta	Spanish (Spain)	L1	post10870702	smarthodas	arabic_egypt	L2
post10863933	0.75	Jonno	Castellano	L1	post10863738	robertopolaco	polaco	L2
post10866035	0.66	clares3	español España	L1	post10865801	garea	polish	L2
post10859126	0.85	robertopolaco	polaco	L2	post10858332	robertopolaco	polaco	L2
post10862544	0.75	Canela Mad	Spanish Colombia-Spain	L1	post10862272	pevi	Spanish (spain)	L1
post10859107	0.67	Bloodsun	Castellano - Argentina	L1	post10858969	Cinnamon12	UK English	L2
post10846235	0.69	Namarne	Spanish	L1	post10846020	menne613	British	L2
post10851011	0.72	Jonno	Castellano	L1	post10850925	cacarulo	Buenos Aires, Argentina * Español	L1
post1884808	0.65	RALIP	Spanish Mexico City	L1	post1884764	ismael37	Spanish	L1
post10837831	0.68	Henry Days	castellano rioplatense	L1	post10837785	Gisselles	Español	L1
post4651750	0.65	Aviador	Castellano de Chile	L1	post4651636	chuyujingtai	China, chino	L2
post10841703	0.74	Jonno	Castellano	L1	post10841593	jreyvar	Spanish	L1
post10807035	0.62	Magnalp	Español - México	L1	post10806877	asm	Mexico, Spanish	L1
post10821116	0.78	torrebruno	español	L1	post10821013	Novata.tw	Taiwan / Chinese & Taiwanese	L2
post10671110	0.57	kunvla	Ruso	L2	post10671046	Novata.tw	Taiwan / Chinese & Taiwanese	L2
post10812207	0.7	Magnalp	Español - México	L1	post10812181	popolvuh	Chinese, China	L2
post10817288	0.79	Namarne	Spanish	L1	post10816868	FreyaW	Spanish	L1
post10822744	0.74	Calambur	Castellano (rioplatense) - Lunfardo	L1	post10822157	ninux	italian	L2
post10803239	0.68	Jonno	Castellano	L1	post10803212	Alehandro	Castellano	L1
post10787302	0.72	juandiego	Spanish from Spain	L1	post10787172	Abc3007	spanish	L1
post8722830	0.73	PACOALADROQUE	ESPAÑOL (CARTAGENA-ESPAÑA)	L1	post8722614	Ana de Vetusta	Español	L1
post10797642	0.58	Namarne	Spanish	L1	post10797526	Novata.tw	Taiwan / Chinese & Taiwanese	L2
post10792714	0.74	Namarne	Spanish	L1	post10792669	kornilios	greek	L2
post10792966	0.73	Namarne	Spanish	L1	post10792866	Sauriodi	Swedish	L2
post10786720	0.8	clares3	español España	L1	post10786456	LAERRANTE	Italian	L2
post10780701	0.74	Jonno	Castellano	L1	post10780673	Maf	Spanish Spain	L1
post10785591	0.76	Jonno	Castellano	L1	post10785511	Maria_Sim	Greek	L2
post10765523	0.75	Jonno	Castellano	L1	post10765470	airosa	russian	L2
post10750235	0.5	Rayines	Castellano/Argentina	L1	post10750123	Hiro Sasaki	Japan, Japanese	L2
post10640779	0.69	juandiego	Spanish from Spain	L1	post10640267	robertopolaco	polaco	L2
post1669815	0.77	Honeypum	Spanish	L1	post1669553	Naira	Español, Spain.	L1
post10716269	0.7	adler22	Español (España)	L1	post10716217	robertopolaco	polaco	L2
post10716968	0.48	Dentellière	Español - Français	L1	post10712935	cacarulo	Buenos Aires, Argentina * Español	L1
post10721304	0.58	cacarulo	Buenos Aires, Argentina * Español	L1	post10721126	Novata.tw	Taiwan / Chinese & Taiwanese	L2
post10720586	0.74	Pítuli	Español, español y catalán	L1	post10720528	BiljanaVu	Serbian	L2
post10717256	0.66	Peón	Castellano	L1	post10717074	Hiro Sasaki	Japan, Japanese	L2
post10284380	0.77	chics	Catalan - Spanish	L1	post10284290	Estefanía López	Español	L1
post10713052	0.75	Bloodsun	Castellano - Argentina	L1	post10712945	cacarulo	Buenos Aires, Argentina * Español	L1
post10704612	0.5	flljob	México español	L1	post10704352	Sakarisker	Spanish	L1
post10702577	0.7	Saúl Ortega	Español	L1	post10702546	turkjey5	English - USA	L2
post10701677	0.65	Jonno	Castellano	L1	post10701583	suleyman	turkish	L2
post10684320	0.54	Peón	Castellano	L1	post10682405	AllegroModerato	Dutch (Netherlands)	L2
post10667469	0.75	juandiego	Spanish from Spain	L1	post10662827	robertopolaco	polaco	L2
post10699324	0.62	AbogadaMadrid	Español (España)	L1	post10699173	AllegroModerato	Dutch (Netherlands)	L2
post1734429	0.8	dec-sev	Russian	L2	post1734190	dmiranda_1999	Español	L1
post10102561	0.69	Pixidio	Español	L1	post10099136	babyray	Italian	L2
post9140909	0.68	swift	Spanish – Costa Rica (Valle Central)	L1	post8921826	El Gaucho	Argentina Spanish	L1
post10679425	0.7	PACOALADROQUE	ESPAÑOL (CARTAGENA-ESPAÑA)	L1	post10679404	Nokk	Mexican Spanish	L1
post10678436	0.59	AbogadaMadrid	Español (España)	L1	post10678228	AllegroModerato	Dutch (Netherlands)	L2
post5232028	0.49	Luis Albornoz	Castellano - Argentina	L1	post5231043	rodriguezrodriguez	espana	L1
post10620780	0.59	PACOALADROQUE	ESPAÑOL (CARTAGENA-ESPAÑA)	L1	post10620741	SEZAMKA	polish	L2
post10661165	0.49	isabel.	Spanish	L1	post10661055	Novata.tw	Taiwan / Chinese & Taiwanese	L2
post9237369	0.7	RaulCavazos	Mexican Spanish	L1	post9236732	oa2169	Español	L1
post1211752	0.65	ieracub	Chile/Español	L1	post1211249	darkeado	Argentina spanish	L1
post10661127	0.71	Lurrezko	Spanish (Spain) / Catalan	L1	post10661100	menne613	British	L2
post10658779	0.69	Magnalp	Español - México	L1	post10658716	zerodos	Spain	L2
post10641856	0.73	Bloodsun	Castellano - Argentina	L1	post10638106	Sometimesyouare	Spanish	L1
post10632050	0.69	aumatersu	Español (España)	L1	post10631696	Su-chan	Spanish	L1
post10615800	0.57	Cebolleta	Spanish (Spain)	L1	post10615470	Jonno	Castellano	L1
post10621693	0.63	Bark	Español de España	L1	post10621584	Cecília Valls	Catalan	L2
post1332892	0.66	lazarus1907	Spanish, Spain	L1	post1332773	Luis Albornoz	Castellano - Argentina	L1
post10571868	0.72	Jonno	Castellano	L1	post10571711	Lulu978	italiano	L2
post10600497	0.86	Agró	Spanish-Navarre	L1	post10600474	tiranico hipocrita	English	L2
post10600575	0.69	Jonno	Castellano	L1	post10600472	PaBin	Polish	L2
post3795936	0.74	lamartus	Spain Spanish	L1	post3795744	Sidjanga	German;southern tendencies	L2
post10598654	0.76	Realice	Spanish - Spain	L1	post10598393	kunvla	Ruso	L2
post10594598	0.65	Namarne	Spanish	L1	post10594581	misorelos	Greece greek	L2
post10591461	0.85	oa2169	Español	L1	post10591423	flljob	México español	L1
post10579507	0.58	Ayutuxtepeque	Español salvadoreño	L1	post10575505	zerkalo	Galician-Portuguese, Spanish	L1
post1120931	0.71	Yeu	Español (México)	L1	post1120809	Yeu	Español (México)	L1
post10567408	0.71	Jonno	Castellano	L1	post10567335	agul_agulec	Polish - Spanish	L1
post10542676	0.76	Colchonero	Español	L1	post10542629	Einat	hebrew	L2
post10559129	0.74	torrebruno	español	L1	post10558976	Xander2024	Russian	L2
post4066914	0.75	romarsan	SPAIN - SPANISH	L1	post4066892	valdo	Latvia, Latvian	L2
post10539234	0.55	Magnalp	Español - México	L1	post10539164	Hiro Sasaki	Japan, Japanese	L2
post10537518	0.68	Bloodsun	Castellano - Argentina	L1	post10537448	LauraK	American English	L2
post10541197	0.78	Namarne	Spanish	L1	post10541144	renatapatry	Romanian	L2
post10534672	0.68	Ciocoroll	Español	L1	post10533622	Mayoide	Español	L1
post10531106	0.69	wondersilvia	Argentinean Spanish	L1	post10530811	francisgranada	Hungarian	L2
post10525079	0.75	torrebruno	español	L1	post10524701	Novata.tw	Taiwan / Chinese & Taiwanese	L2
