speaker	lang	ltype	ave_ttr	se	nmessages
Language Hound	American English	L1	0.6763181818181818	0.005357144582275061	220
nichec	Chinese(Taiwan)/English(AE)	L1	0.6810588235294117	0.007358418128271159	85
Arrius	English, UK	L1	0.7409049773755659	0.003728824773874377	221
Rhye	English - American	L1	0.675394736842105	0.0068631760574509445	76
Hockey13	AmEnglish/German	L1	0.7097297297297297	0.010437044834523365	37
RedwoodGrove	English, USA	L1	0.6904431599229287	0.0036109386766118834	519
Erebos12345	Canadian English	L1	0.6765060240963855	0.01034581850190116	83
soccergal	English - US	L1	0.6911764705882352	0.017444920736866966	17
foxfirebrand	Southern AE greatly modified by a 1st-generation Scottish-American mother, and growing up abroad.	L2	0.7417887931034485	0.0024933957059108058	464
kalamazoo	US, English	L1	0.6584374999999999	0.004438397451364005	256
Wordsmyth	Native language: English (BrE)	L1	0.6991662034463609	0.001741533408671838	1799
Avignonais	USA, Anglophone	L2	0.6500000000000001	0.02148344622118299	13
MilkyBarKid	British English	L1	0.6617027027027022	0.004057222083058232	370
Embonpoint	English--American	L1	0.6731566265060238	0.0033689081388573847	415
TimLA	English - US	L1	0.6342592592592593	0.015738520828377067	54
te gato	Alberta--TGE (te gato English)	L1	0.6863157894736841	0.012120509087309383	19
Dmitry_86	Russian	L2	0.7195591647331785	0.0029003636726175	431
TriglavNationalPark	Slovenian (a.k.a. Slovene)	L2	0.7311111111111109	0.008888888888888889	27
Cypherpunk	US, English	L1	0.6984879725085908	0.0034631688419110643	291
wildan1	English - USA	L1	0.7354999999999998	0.009416530817216018	20
cubaMania	USA/English	L1	0.6564393939393941	0.006074307176711437	132
L'Homme Inconnu	English English	L1	0.7244444444444444	0.01590869007030705	9
merquiades	English (US Northeast)	L1	0.7099999999999999	0.008136762043449723	30
Juhasz	English - United States	L1	0.6901809954751127	0.0034839796676371763	442
liliput	U.K. English	L1	0.6834057971014492	0.0038683856817713106	276
AngelEyes	English - United States	L1	0.7231514324693041	0.002275085010889682	733
coiffe	American English	L1	0.6834146341463411	0.004356236853534572	205
Dale Texas	English USA	L1	0.7131491002570695	0.0022459795668625534	778
JuanEscritor	English - AmE	L1	0.6787234042553192	0.013665141041133113	47
ribran	English - American	L1	0.6972000000000002	0.00842755441806149	50
Valvs	Russian	L2	0.6849230769230771	0.008136820032216911	65
Thomas Veil	English - USA	L1	0.6236231884057971	0.011613209059458333	69
neal41	USA, English	L1	0.6215873015873016	0.0074316989336001005	105
Imber Ranae	English - USA	L1	0.6897674418604652	0.010687799380731805	43
KenInPDX	US English	L1	0.681969696969697	0.009902131100168673	66
Blues Piano Man	USA English	L1	0.6624444444444443	0.006754683234303666	90
Sabelotodo	English, United States	L1	0.6709090909090909	0.027878129109476263	11
Copperknickers	Scotland - Scots and English	L1	0.7094444444444444	0.0033602346742225586	306
Joelline	American English	L1	0.676730769230769	0.00723607352360828	104
SoLaTiDoberman	Japanese	L2	0.6746153846153846	0.008991230988490315	78
johnp	USA English	L1	0.6333333333333334	0.02168414213664032	12
Einstein	UK, English	L1	0.6736437246963567	0.0046480429018147746	247
Esca	USA - English	L1	0.6339000000000001	0.007593052379935518	100
><FISH'>	British English	L1	0.7292857142857142	0.01635674696003456	14
Damoncito	English - American	L1	0.592	0.026153393661244036	5
emma42	British English	L1	0.6712	0.010172552104881579	50
clairanne	english UK	L1	0.7106666666666666	0.016372644626433813	15
gramman	American English	L1	0.7451692307692306	0.003270222630388454	325
goldenband	English - American	L1	0.7021559633027521	0.005317641931882679	218
mjscott	American English	L1	0.6854838709677418	0.006380243855346012	124
languageGuy	USA and English	L1	0.6537499999999999	0.04217046613787562	8
JJohnson	Texan English	L1	0.6526086956521737	0.01713948116906698	23
MuttQuad	English - AmE	L1	0.7216417910447759	0.007532822840233976	67
sandpiperlily	English -- USA	L1	0.6651408450704225	0.006310590562408448	142
idialegre	USA English	L1	0.6546268656716419	0.008610702895314494	67
dreamlike	Polish	L2	0.7149789029535863	0.0034255417438576003	237
much_rice	English - American	L1	0.7024637681159422	0.008808867976883432	69
Tegs	English (Ireland)	L1	0.6733333333333332	0.009626598298415404	48
Pbai	American English	L1	0.596	0.03234192325759244	5
dharasty	American English	L1	0.6578301886792454	0.007449144402326012	106
winklepicker	English (UK)	L1	0.7143589743589743	0.012987042601988593	39
pickarooney	English (Ireland)	L1	0.6946031746031748	0.008170687423097896	63
El escoces	English - UK	L1	0.6988397790055252	0.004409433611663161	181
Mahantongo	English (U.S.)	L1	0.6656474820143885	0.0040444531642460065	278
Meyer Wolfsheim	English	L1	0.6876744186046513	0.01142570594275914	43
Liam Lew's	German	L2	0.6393478260869564	0.010805268771683255	46
WongFeiHung	USA English	L1	0.675	0.02217355782608344	4
Merrit	English	L1	0.6855223880597013	0.006973762231415295	67
Eigenfunction	England - English	L1	0.7044999999999998	0.012325447929656215	40
Aupick	UK, English	L1	0.6868085106382981	0.011425284710252746	47
Alisterio	UK English	L1	0.695	0.01707825127659933	10
jpyvr	English - Canadian	L1	0.6778048780487804	0.008754874566400634	41
Trisia	Romanian	L2	0.7240476190476193	0.004410212892621903	210
Driven	USA/English	L1	0.613	0.008927142742838855	50
Kevin Beach	British English	L1	0.7064130434782612	0.004772791442461394	184
Monkey F B I	English - USA	L1	0.6758333333333333	0.015935975464641688	24
katie_here	England/English	L1	0.6750980392156865	0.007001047011082863	102
Æsop	English--American (upstate NY)	L1	0.6748341232227486	0.004593788537115875	211
Hau Ruck	English - U.S.	L1	0.6796888888888881	0.004302726669232368	225
ajo fresco	English / USA	L1	0.67	0.02886751345948128	7
Tunalagatta	English - England	L1	0.7103125000000001	0.011327994646079814	32
Winstanley808	English - U.S.	L1	0.6704716981132078	0.004677168117132383	212
Orange Blossom	U.S.A. English	L1	0.6342391304347825	0.008170182370827435	92
Ann O'Rack	UK English	L1	0.6973493975903609	0.008240943233756568	83
ohmyrichard	Chinese	L2	0.6959748427672955	0.0051256945850629435	159
Silver_Biscuit	English - UK	L1	0.6897727272727269	0.00511805725206539	176
Gavril	English, USA	L1	0.662647058823529	0.0068555929672636145	102
Pertinax	BrE->AuE	L2	0.6737101449275359	0.004335184407817883	345
Istarion	British English	L1	0.687222222222222	0.006627276473230059	90
Lexiphile	England English	L1	0.7081451612903223	0.004060055031118777	248
VenusEnvy	English, United States	L1	0.6688235294117648	0.009620839549291837	17
scrotgrot	English - English	L1	0.6938775510204083	0.006211153465619257	98
grubble	British English	L1	0.649916666666666	0.008847839022541841	120
Dretagoto	Inglés británico	L2	0.6757983193277313	0.0055008328904380295	119
Amityville	English UK	L1	0.7544444444444446	0.013855515459266587	9
icecreamsoldier	New Zealand English	L1	0.6761904761904761	0.011805392481069826	42
Waylink	English (British)	L1	0.6704845814977973	0.005100538260503933	227
MichaelW	English (British)	L1	0.6463888888888891	0.010572992351990822	72
vachecow	USA English	L1	0.7433333333333333	0.029059326290271185	3
Nick	USA, English	L1	0.6407142857142859	0.019930215773667114	14
BellaDancer	English -- USA	L1	0.6346875000000001	0.010766813323970363	32
b3n5p34km4n	American English	L1	0.6912499999999999	0.01059607407081913	8
kitenok	English - US	L1	0.6806250000000007	0.00484529032191102	208
cirrus	UK English	L1	0.7369565217391304	0.012149184370689346	23
DocPenfro	English - British	L1	0.6809278126088472	0.00558432064046128	232
Whizbang	English - American	L1	0.6833333333333333	0.014830476052474513	27
Au101	England, English (UK)	L1	0.6725641025641027	0.012082252678474233	39
veggie21	English England	L1	0.634	0.03249615361854383	5
jinti	USA - English	L1	0.6709090909090909	0.016484402846026376	11
Qualityservant	English-USA	L1	0.6329411764705882	0.01733673221045489	17
ms.creant	english (canadian)	L1	0.6726666666666665	0.011524990100880641	15
Salvage	USA English	L1	0.6795714285714288	0.007497234035955167	70
manon33	English - England (Yorkshire)	L1	0.7111627906976744	0.008511664215742322	43
sumelic	English - California	L1	0.6843283582089552	0.00774778788579931	67
Archstudent	English - North London	L1	0.6770833333333331	0.012120756640816353	24
spb	English	L1	0.7125	0.01931105037709411	4
Starfrown	English - US	L1	0.6867868074686255	0.005908560825735301	132
MrYeahbut	USA- English	L1	0.6916666666666665	0.019220937657784654	6
snargleplax	English - Northwestern United States	L1	0.7056666666666668	0.008521712602956186	60
miba54	English - British	L1	0.641	0.01669663971515759	10
Wertis	Russian	L2	0.7271428571428572	0.009565385441238413	21
TacoNight	English - USA	L1	0.665	0.01658312395177699	4
theartichoke	English -- Canada	L1	0.6876136363636359	0.005007778777869043	176
MJRupeJM	English- U.S.	L1	0.6363636363636364	0.03742319959288082	11
Warsaw Will	English - UK	L1	0.6925806451612904	0.0086133696449446	62
Thelb4	UK English	L1	0.6557142857142857	0.019863479632965916	21
chajadan	English / U.S.A.	L1	0.6961904761904761	0.013495611111556836	21
Unknoewn13	English - American	L1	0.6172500000000001	0.011913079969469451	40
teksch	English - American	L1	0.6239999999999999	0.009510591241121321	70
sukepeth	English -American	L1	0.7166666666666667	0.01287076398884564	12
Old Novice	USA, English	L1	0.6721428571428574	0.01036831180302496	28
g_man_50	USA English	L1	0.6633333333333333	0.01598610507770907	9
Robert_Hope	(British) English	L1	0.6838461538461539	0.027678059012335665	13
Prairiefire	US (Midwest) - English	L1	0.6804672897196264	0.007178583493233137	107
Languagethinkerlover	English-British and U.S.	L1	0.6736585365853658	0.008742635211094267	41
losilmer	Spanish	L2	0.6228888888888887	0.013913957174897117	45
Aud Duck	English--United States	L1	0.6822222222222222	0.014361248592912174	18
witchqueen	English (US)	L1	0.6717647058823532	0.016543954247559098	17
compaqdrew	English - AE	L1	0.6780826786382342	0.010912684862697497	54
Nodey	English United States	L1	0.7466666666666667	0.003333333333333336	3
pepperfire	Canada - English & French	L1	0.665	0.01028577179648058	24
FurryOne	United States, English	L1	0.6528846153846153	0.011857425197416732	52
watercanyon	USA/English	L1	0.6481818181818181	0.011834196608405286	33
Var18	English - America	L1	0.68	0.038683699040145715	8
Alby84	American English	L1	0.7110526315789475	0.013686125262693841	38
Tracer	American English	L1	0.6871739130434784	0.00821018010404734	46
Dexta	English (British and Australian)	L1	0.6801694915254235	0.009210479653234639	59
AlabamaBoy	American English	L1	0.6824324324324327	0.011279984435258345	37
Tim~!	UK — English	L1	0.7091666666666668	0.012378637902794573	24
tm2111327	English - United States	L1	0.5925	0.057209410647782996	4
sunkitty	USA English	L1	0.6818181818181818	0.012563886328259317	11
frostypotter	English	L1	0.6600000000000001	0.018126539343499316	14
Niblib	English - Australia	L1	0.6654545454545455	0.023212991517824914	11
simon123	English - UK (Scottish influence)	L1	0.6982142857142859	0.009759726818599797	28
sokol	Austrian (as opposed to Australian)	L2	0.6987931034482756	0.0060601820754888226	58
Ariel Knightly	Brazilian Portuguese	L2	0.6353846153846153	0.03388546667925656	13
GretchenPlay	New Zealand, NZE	L2	0.6700000000000002	0.029476921292578853	10
kyrintethron	English - America	L1	0.67	0.009604420750840918	50
Grayzee	English - south of England	L1	0.6716666666666667	0.02398968633611225	12
Novanas	English AE/Ireland	L1	0.6592105263157895	0.011348492226301979	38
Azazello14	English - U.S.A.	L1	0.692	0.02337139752394414	10
Janey UK	Native speaker of British English	L1	0.6766666666666667	0.015303203396283866	27
BoTrojan	USA, English	L1	0.7280000000000001	0.009582071381179698	30
Eddie	USA - English	L1	0.5757142857142857	0.03933114256553201	7
RolandLavengro	British English	L1	0.7275	0.010625592962581037	32
sinagua980	USA - English	L1	0.6671428571428571	0.024369603013188534	7
Ralf	German	L2	0.742	0.024372115213907884	5
Yajaira	U.S. English	L1	0.6699999999999999	0.028577380332470405	4
L. T. Gray	American English	L1	0.67875	0.023102063915218858	8
lensuniverse	English - US	L1	0.7266666666666667	0.01406334873981932	6
catgrin	English	L1	0.6748484848484847	0.01186350090870463	33
Jim2996	American English	L1	0.6792682926829271	0.0076583562983553325	82
michael321	English - UK	L1	0.6	0.06658328118479392	3
myrmidon	English - US	L1	0.63125	0.022235549079281644	8
siloxr	English (USA-Southeast)	L1	0.7000000000000001	0.014433756729740645	24
Dombrefiel	English	L1	0.6466666666666666	0.0284800124843918	3
Schmoopy	English -England	L1	0.64	0.04358898943540674	3
Milktoast50	English, East Coast Suþerbia	L1	0.7125	0.02096624270901521	12
SurveyTranslator	English	L1	0.7130000000000001	0.01265350193073487	10
Marcos-PS	Portuguese - Brazil	L2	0.6770588235294117	0.013651698762514614	34
