message_id	ttr	speaker	lang	ltype
post8013328	0.72	Corsicum	Corsu in casa è u Francese à scola	L1
post8011038	0.77	tilt	French French	L1
post8012307	0.66	Fred_C	Français	L1
post8010869	0.69	tilt	French French	L1
post8005605	0.77	Prisca22	English - USA	L2
post8009586	0.72	CapnPrep	AmE	L2
post8000837	0.68	Chimel	Français	L1
post8004832	0.78	quinoa	french	L1
post8000479	0.76	quinoa	french	L1
post8002523	0.62	odadrian	Romanian	L2
post8000864	0.75	Denisska	Russian	L2
post4297387	0.79	janpol	France - français	L1
post7990861	0.75	tilt	French French	L1
post4249008	0.81	Arrius	English, UK	L2
post7987688	0.71	CapnPrep	AmE	L2
post7987755	0.75	Aoyama	français Clodoaldien	L1
post7988113	0.84	Aoyama	français Clodoaldien	L1
post7988587	0.65	CapnPrep	AmE	L2
post7989136	0.61	Pure_Yvesil	Dutch	L2
post7983728	0.71	Souxie	French - France	L1
post7986637	0.72	quinoa	french	L1
post7988930	0.71	Aoyama	français Clodoaldien	L1
post7987519	0.8	tilt	French French	L1
post7983027	0.78	UrsaeMinoris	English	L2
post7977338	0.74	Chimel	Français	L1
post7980310	0.86	tilt	French French	L1
post7980792	0.66	Chimel	Français	L1
post7982190	0.75	tilt	French French	L1
post7985992	0.76	Chimel	Français	L1
post7956678	0.53	Aoyama	français Clodoaldien	L1
post7957456	0.54	quinoa	french	L1
post7959652	0.64	Aoyama	français Clodoaldien	L1
post7960678	0.73	Aoyama	français Clodoaldien	L1
post7976630	0.79	quinoa	french	L1
post7977438	0.81	Aoyama	français Clodoaldien	L1
post7980972	0.77	duchevreuil	Swedish	L2
post7986084	0.78	Chimel	Français	L1
post7986796	0.72	tilt	French French	L1
post7986367	0.82	tilt	French French	L1
post7980819	0.77	tilt	French French	L1
post7980587	0.7	tilt	French French	L1
post7979119	0.76	odadrian	Romanian	L2
post7974206	0.74	Charlie Parker	English Canada	L2
post7972853	0.75	odadrian	Romanian	L2
post7973825	0.85	Chimel	Français	L1
post7973645	0.77	tilt	French French	L1
post7973660	0.82	TitTornade	French - France	L1
post7971503	0.82	snarkhunter	French - France	L1
post7926054	0.77	Kerous LEE	China Chinese	L2
post7932422	0.7	tilt	French French	L1
post7961490	0.76	Corsicum	Corsu in casa è u Francese à scola	L1
post7955633	0.66	tilt	French French	L1
post4542221	0.76	LV4-26	France French	L1
post4574888	0.68	pozzo	inglés canadiense	L2
post4575222	0.74	LV4-26	France French	L1
post5234843	0.66	hual	spanish & french	L1
post7961924	0.76	tilt	French French	L1
post7692231	0.79	Viobi	Françoué (standard)	L1
post7692265	0.77	itka	français	L1
post7692519	0.75	Viobi	Françoué (standard)	L1
post7692787	0.82	licinio	Italian	L2
post7692907	0.81	Viobi	Françoué (standard)	L1
post7693234	0.8	itka	français	L1
post7959225	0.7	W. Chopin	Russe	L2
post7959489	0.69	tilt	French French	L1
post7954919	0.68	W. Chopin	Russe	L2
post5819011	0.64	Fidèle	français	L1
post7954532	0.74	W. Chopin	Russe	L2
post7952336	0.79	kat's	français	L1
post7954904	0.75	quinoa	french	L1
post7954203	0.77	tilt	French French	L1
post7954888	0.62	quinoa	french	L1
post7945097	0.76	Chimel	Français	L1
post7949069	0.83	surftansy321	French & English	L1
post7925677	0.79	duchevreuil	Swedish	L2
post7925946	0.77	Punky Zoé	France - français	L1
post7931558	0.81	Mauricet	French - France	L1
post7943193	0.82	Mauricet	French - France	L1
post7942994	0.75	tilt	French French	L1
post7937672	0.66	tilt	French French	L1
post7938384	0.73	chamboultou	french	L1
post7938947	0.68	quinoa	french	L1
post7939915	0.7	Chimel	Français	L1
post7942285	0.75	chamboultou	french	L1
post7930903	0.71	itka	français	L1
post7934528	0.81	CapnPrep	AmE	L2
post7935030	0.74	Nicomon	Français, Québec ♀	L1
post7936191	0.79	Chimel	Français	L1
post7937446	0.77	Chimel	Français	L1
post7940424	0.8	Maître Capello	French – Switzerland	L1
post7940783	0.68	Nicomon	Français, Québec ♀	L1
post5960341	0.81	Aoyama	français Clodoaldien	L1
post5972016	0.86	Aoyama	français Clodoaldien	L1
post7934356	0.84	HitTank	Français	L1
post7888176	0.71	UrsaeMinoris	English	L2
post7888378	0.79	joEmon	Corsu, français (France Sud)	L1
post7931376	0.72	Chimel	Français	L1
post7932501	0.68	Chimel	Français	L1
post7925499	0.77	odadrian	Romanian	L2
post7925680	0.77	Xence	Algeria (Arabic - French)	L1
post7930229	0.76	undern	Italy, Italian	L2
post7920553	0.78	quinoa	french	L1
post7921097	0.77	janpol	France - français	L1
post7922192	0.78	janpol	France - français	L1
post7922662	0.81	Chimel	Français	L1
post7924250	0.71	quinoa	french	L1
post7924335	0.75	UrsaeMinoris	English	L2
post7927504	0.8	Chimel	Français	L1
post7921467	0.7	Chimel	Français	L1
post7919351	0.73	tilt	French French	L1
post7920607	0.78	tilt	French French	L1
post7920644	0.82	Schmorgluck	French - France	L1
post2590864	0.77	itka	français	L1
post2591161	0.8	Spectre scolaire	Maltese and Russian	L2
post2594598	0.81	Spectre scolaire	Maltese and Russian	L2
post2595218	0.84	itka	français	L1
post2599477	0.82	Nicomon	Français, Québec ♀	L1
post7920389	0.74	Syagrius	Français. Québec¸Canada.	L1
post740164	0.74	xav	France	L1
post7913424	0.68	quinoa	french	L1
post7915125	0.77	Chimel	Français	L1
post7909130	0.63	DearPrudence	French (lower Normandy)	L1
post7916581	0.69	Gwynplaine	French	L1
post7914881	0.55	tilt	French French	L1
post7909225	0.68	quinoa	french	L1
post7904385	0.77	Pure_Yvesil	Dutch	L2
post7865032	0.78	TitTornade	French - France	L1
post7899442	0.64	itka	français	L1
post7900748	0.66	Chimel	Français	L1
post7897710	0.75	Chimel	Français	L1
post7892741	0.75	duchevreuil	Swedish	L2
post7894242	0.78	duchevreuil	Swedish	L2
post7888113	0.75	Chimel	Français	L1
post7889576	0.72	Punky Zoé	France - français	L1
post7884923	0.76	UrsaeMinoris	English	L2
post7887549	0.79	UrsaeMinoris	English	L2
post7887627	0.79	Chimel	Français	L1
post7887705	0.72	Charlie Parker	English Canada	L2
post7885276	0.62	itka	français	L1
post7885833	0.68	Corsicum	Corsu in casa è u Francese à scola	L1
post5723335	0.61	janpol	France - français	L1
post5727239	0.82	Maître Capello	French – Switzerland	L1
post7874959	0.81	skarphéðinn	IE	L2
post7878151	0.78	Punky Zoé	France - français	L1
post7878649	0.77	skarphéðinn	IE	L2
post7878926	0.8	Chimel	Français	L1
post7879015	0.83	Donaldos	French - France	L1
post7881809	0.73	quinoa	french	L1
post7882444	0.69	W. Chopin	Russe	L2
post7881655	0.76	le_cochon_rose	Polski	L2
post7879617	0.74	Chrismo	English - England	L2
post7879763	0.79	Chimel	Français	L1
post7871364	0.81	simenon	italien	L2
post7861156	0.71	Chimel	Français	L1
post7864675	0.79	tilt	French French	L1
post7864231	0.73	Xence	Algeria (Arabic - French)	L1
post7864270	0.74	tilt	French French	L1
post7864945	0.57	TitTornade	French - France	L1
post7850809	0.69	lefrancophile	English - Canadian	L2
post7851238	0.8	Chimel	Français	L1
post7852501	0.84	itka	français	L1
post7852585	0.76	Chimel	Français	L1
post7852700	0.79	lefrancophile	English - Canadian	L2
post7857040	0.73	Lacuzon	French - France	L1
post7861886	0.84	Nanon	français (France)	L1
post7861885	0.72	simenon	italien	L2
post7856611	0.69	UrsaeMinoris	English	L2
post1936582	0.82	MissMadeline	English, USA	L2
post7857868	0.71	W. Chopin	Russe	L2
post7858510	0.71	tilt	French French	L1
post7852031	0.56	itka	français	L1
post7852208	0.71	tilt	French French	L1
post7855141	0.58	Chimel	Français	L1
post7856582	0.78	egressio	korean	L2
post7852269	0.58	itka	français	L1
post7848181	0.64	Pure_Yvesil	Dutch	L2
post7846346	0.72	Chimel	Français	L1
post7845366	0.72	schtroumpfette85	Français - France	L1
post7842716	0.65	Bartalmission	tchèque	L2
post7830827	0.78	tilt	French French	L1
post7831006	0.73	tilt	French French	L1
post7833814	0.8	Chrismo	English - England	L2
post7823142	0.77	simenon	italien	L2
post7832301	0.82	simenon	italien	L2
post7831954	0.74	kertek	UK English	L2
post7832370	0.71	itka	français	L1
post7830702	0.8	egressio	korean	L2
post7829351	0.75	tilt	French French	L1
post7828415	0.73	Moleskine	French & Hungarian (Both)	L1
post7814710	0.77	itka	français	L1
post7814789	0.73	tilt	French French	L1
post7823179	0.56	itka	français	L1
post7820659	0.7	tilt	French French	L1
post7819123	0.77	tilt	French French	L1
post7819568	0.75	Chimel	Français	L1
post7805670	0.68	Punky Zoé	France - français	L1
post7813381	0.82	snarkhunter	French - France	L1
post7811428	0.75	quinoa	french	L1
post7807606	0.66	Chrismo	English - England	L2
post7805414	0.79	Chimel	Français	L1
post7789076	0.79	Chimel	Français	L1
post7806984	0.82	marielune	Québec, français	L1
post7777918	0.8	Viobi	Françoué (standard)	L1
post7778296	0.74	Chimel	Français	L1
post7778573	0.71	Asmodée	Français	L1
post7778751	0.66	Viobi	Françoué (standard)	L1
post7779096	0.67	Maître Capello	French – Switzerland	L1
post7779799	0.77	geostan	English Canada	L2
post7780763	0.74	Asmodée	Français	L1
post7800617	0.71	caféolé	spanish	L2
post7792327	0.79	Xence	Algeria (Arabic - French)	L1
post7795328	0.82	itka	français	L1
post7795350	0.78	Chimel	Français	L1
post7795649	0.82	Viobi	Françoué (standard)	L1
post7084209	0.73	snarkhunter	French - France	L1
post7085081	0.68	Gwynplaine	French	L1
post7090853	0.8	CapnPrep	AmE	L2
post7792509	0.73	Xence	Algeria (Arabic - French)	L1
post7789501	0.72	Chimel	Français	L1
post7791196	0.83	Chimel	Français	L1
post7776494	0.75	Punky Zoé	France - français	L1
post7777025	0.73	Aoyama	français Clodoaldien	L1
post7782664	0.81	tilt	French French	L1
post7787816	0.8	Aoyama	français Clodoaldien	L1
post7788108	0.67	Nicomon	Français, Québec ♀	L1
post7784567	0.78	Viobi	Françoué (standard)	L1
post7783511	0.77	jacquesvd	Dutch	L2
post7783708	0.7	jacquesvd	Dutch	L2
post7783878	0.75	jacquesvd	Dutch	L2
post7783923	0.8	Asmodée	Français	L1
post7783940	0.74	Chimel	Français	L1
post7784054	0.84	jacquesvd	Dutch	L2
post7784178	0.82	jacquesvd	Dutch	L2
post7781404	0.73	Icetrance	US English	L2
post7778093	0.77	Emma_Lee	English U.S.A.	L2
post7759119	0.76	Viobi	Françoué (standard)	L1
post7763494	0.77	Viobi	Françoué (standard)	L1
post7763507	0.68	hugohaas	French	L1
post7767432	0.77	Nicomon	Français, Québec ♀	L1
post7776778	0.76	Chimel	Français	L1
post7764620	0.79	xmarabout	French - Belgium	L1
post7765782	0.72	Chimel	Français	L1
post7766042	0.81	tilt	French French	L1
post7767824	0.84	hugohaas	French	L1
post7777788	0.85	snarkhunter	French - France	L1
post7778179	0.76	Chimel	Français	L1
post7776350	0.68	Nicomon	Français, Québec ♀	L1
post7777381	0.68	jb0284	English - British	L2
post7773083	0.72	FannyB	English & French	L1
post7776278	0.74	Nicomon	Français, Québec ♀	L1
post7770790	0.77	Chimel	Français	L1
post7772935	0.64	Pure_Yvesil	Dutch	L2
post7774660	0.71	Chimel	Français	L1
post7774829	0.66	Corsicum	Corsu in casa è u Francese à scola	L1
post7775093	0.76	quinoa	french	L1
post7774496	0.51	Thomas1	polszczyzna warszawska	L2
post7773697	0.52	Pure_Yvesil	Dutch	L2
post7767923	0.77	hugohaas	French	L1
post7769407	0.73	Mauricet	French - France	L1
post7734638	0.69	duchevreuil	Swedish	L2
post7769454	0.79	duchevreuil	Swedish	L2
post7769281	0.8	duchevreuil	Swedish	L2
post7767899	0.77	hugohaas	French	L1
post7768866	0.75	hugohaas	French	L1
post7769122	0.69	hugohaas	French	L1
post7767940	0.81	hugohaas	French	L1
post7749569	0.68	houei	French-France	L1
post7749918	0.77	houei	French-France	L1
post7755650	0.77	Thomas1	polszczyzna warszawska	L2
post7766050	0.77	Xence	Algeria (Arabic - French)	L1
post7761834	0.76	hugohaas	French	L1
post7760990	0.78	hugohaas	French	L1
post7767281	0.69	hugohaas	French	L1
post7767424	0.72	hugohaas	French	L1
post7763540	0.85	Viobi	Françoué (standard)	L1
post7767418	0.77	Chimel	Français	L1
post7757368	0.75	egressio	korean	L2
post7764111	0.84	Chimel	Français	L1
post7763249	0.75	hugohaas	French	L1
post7754479	0.66	hugohaas	French	L1
post7755648	0.78	hugohaas	French	L1
post3780780	0.74	Punky Zoé	France - français	L1
post7761291	0.85	Chimel	Français	L1
post7757846	0.77	Viobi	Françoué (standard)	L1
post7758042	0.75	reverieval	Français	L1
post7758245	0.8	Viobi	Françoué (standard)	L1
post7758287	0.75	Mowdya	French	L1
post7758657	0.62	Chimel	Français	L1
post7759050	0.78	Chimel	Français	L1
post7759094	0.76	Maskounet	Français France	L1
post7758887	0.81	odadrian	Romanian	L2
post7753236	0.68	dirizhabli	russian	L2
post7753566	0.74	Chimel	Français	L1
post7756209	0.75	Chimel	Français	L1
post7757660	0.77	Chimel	Français	L1
post7757758	0.69	Viobi	Françoué (standard)	L1
post7756244	0.74	Thomas1	polszczyzna warszawska	L2
post7757854	0.65	Syntexte	Français	L1
post7757996	0.75	Syntexte	Français	L1
post7758280	0.65	janpol	France - français	L1
post7757708	0.76	Viobi	Françoué (standard)	L1
post7757644	0.79	egressio	korean	L2
post7752332	0.74	Chimel	Français	L1
post7752469	0.72	Vive la France!	maltais - Malte	L2
post7752573	0.75	itka	français	L1
post7753158	0.76	hugohaas	French	L1
post7754208	0.83	hugohaas	French	L1
post3756754	0.73	itka	français	L1
post5960124	0.7	rapha200	french	L1
post7743804	0.63	quinoa	french	L1
post7748620	0.83	Nicomon	Français, Québec ♀	L1
post7742745	0.79	odadrian	Romanian	L2
post7746141	0.86	xmarabout	French - Belgium	L1
post7743392	0.68	hugohaas	French	L1
post7731626	0.78	hugohaas	French	L1
post7741708	0.78	hugohaas	French	L1
post7731605	0.75	hugohaas	French	L1
post7654865	0.73	TitTornade	French - France	L1
post7740069	0.78	itka	français	L1
post3433829	0.64	Anne345	France	L1
post7733934	0.8	Espero Antos	Italian	L2
post7735868	0.8	Chimel	Français	L1
post7717421	0.65	odadrian	Romanian	L2
post7718034	0.73	Reliure	français	L1
post7722451	0.76	Chimel	Français	L1
post7723472	0.78	hugohaas	French	L1
post7722118	0.78	xmarabout	French - Belgium	L1
post7722355	0.81	Chimel	Français	L1
post7722799	0.81	Lacuzon	French - France	L1
post7715888	0.69	unefleur	English - American	L2
post7716160	0.78	snarkhunter	French - France	L1
post7716365	0.69	Chimel	Français	L1
post7704572	0.81	Viobi	Françoué (standard)	L1
post7705041	0.78	Viobi	Françoué (standard)	L1
post7706540	0.76	Chimel	Français	L1
post7718712	0.74	itka	français	L1
post7716323	0.74	Chimel	Français	L1
post7637509	0.74	Chimel	Français	L1
post7714918	0.65	tilt	French French	L1
post7707420	0.7	duchevreuil	Swedish	L2
post7707913	0.75	Reliure	français	L1
post7712474	0.7	Chimel	Français	L1
post7708229	0.77	Chimel	Français	L1
post7713242	0.7	quinoa	french	L1
post7713376	0.68	Chimel	Français	L1
post7710641	0.78	hugohaas	French	L1
post7707634	0.65	duchevreuil	Swedish	L2
post7708551	0.77	Reliure	français	L1
post7680081	0.77	hugohaas	French	L1
post7680758	0.84	xmarabout	French - Belgium	L1
post7683496	0.78	hugohaas	French	L1
post7687327	0.79	hugohaas	French	L1
post7709463	0.78	kastillon	French	L1
post7709916	0.78	hugohaas	French	L1
post7710919	0.74	hugohaas	French	L1
post7710734	0.68	hugohaas	French	L1
post7705563	0.78	Chris Spokesperson	English - Ireland	L2
post7706389	0.74	quinoa	french	L1
post7707388	0.69	TitTornade	French - France	L1
post7706097	0.71	Viobi	Françoué (standard)	L1
post7705571	0.74	hugohaas	French	L1
post7705942	0.76	xmarabout	French - Belgium	L1
post7699148	0.75	céleste*	Turkish	L2
post7700574	0.71	anah	French - France	L1
post7697188	0.76	hugohaas	French	L1
post7696879	0.67	Corsicum	Corsu in casa è u Francese à scola	L1
post7697126	0.77	hugohaas	French	L1
post7672764	0.72	W. Chopin	Russe	L2
post7638246	0.75	Nicomon	Français, Québec ♀	L1
post7695189	0.79	Olinita	Czech	L2
post7698968	0.77	Olinita	Czech	L2
post7692464	0.54	Corsicum	Corsu in casa è u Francese à scola	L1
post7694509	0.67	UrsaeMinoris	English	L2
post7253824	0.8	egressio	korean	L2
post7257075	0.71	Giulia2213	French - France	L1
post7684857	0.77	Chimel	Français	L1
post7681527	0.72	Chimel	Français	L1
post7684783	0.84	Chimel	Français	L1
post7681762	0.76	LV4-26	France French	L1
post7677639	0.77	cremebrule	Canada English	L2
post7679468	0.79	cremebrule	Canada English	L2
post7675663	0.89	hugohaas	French	L1
post7680069	0.78	hugohaas	French	L1
post7680943	0.77	Chimel	Français	L1
post1867964	0.81	geve	France, French	L1
post7673177	0.82	W. Chopin	Russe	L2
post7672643	0.76	W. Chopin	Russe	L2
post7671351	0.73	Chimel	Français	L1
post7672548	0.77	W. Chopin	Russe	L2
post6048707	0.8	CapnPrep	AmE	L2
post7669824	0.77	Chimel	Français	L1
post7670679	0.74	Chimel	Français	L1
post7671779	0.81	Nanon	français (France)	L1
post7671208	0.68	silaya	French	L1
post7638562	0.77	W. Chopin	Russe	L2
post7530605	0.79	W. Chopin	Russe	L2
post7531160	0.73	W. Chopin	Russe	L2
post7639190	0.74	W. Chopin	Russe	L2
post7662209	0.77	Spizzer	French	L1
post7660864	0.79	Flore!	French	L1
post7661186	0.76	Chimel	Français	L1
post7660907	0.69	Lacuzon	French - France	L1
post7662341	0.73	Lacuzon	French - France	L1
post7655921	0.77	Chimel	Français	L1
post5784634	0.81	Xence	Algeria (Arabic - French)	L1
post7647727	0.6	Lacuzon	French - France	L1
post7652431	0.75	tilt	French French	L1
post7653363	0.79	le meur	France (français)	L1
post7654481	0.77	Flore!	French	L1
post7656552	0.65	Thomas1	polszczyzna warszawska	L2
post7651166	0.81	tilt	French French	L1
post7652032	0.77	Chimel	Français	L1
post7654231	0.43	Syntexte	Français	L1
post7657909	0.56	Syntexte	Français	L1
post7658549	0.75	Syntexte	Français	L1
post7657498	0.64	xmarabout	French - Belgium	L1
post7653291	0.76	Chris Spokesperson	English - Ireland	L2
post7649290	0.73	Flore!	French	L1
post7651727	0.74	Punky Zoé	France - français	L1
post7645917	0.77	janpol	France - français	L1
post7645605	0.5	tilt	French French	L1
post7646977	0.63	Flore!	French	L1
post7646806	0.78	hugohaas	French	L1
post7647112	0.76	hugohaas	French	L1
post7647252	0.73	Chris Spokesperson	English - Ireland	L2
post7647734	0.77	hugohaas	French	L1
post7647779	0.8	Chris Spokesperson	English - Ireland	L2
post7647579	0.81	Clotaire	Français	L1
post7646353	0.79	hugohaas	French	L1
post7646894	0.71	hugohaas	French	L1
post7646975	0.76	silaya	French	L1
post7646980	0.8	snarkhunter	French - France	L1
post7621365	0.77	hugohaas	French	L1
post7623205	0.86	Lacuzon	French - France	L1
post7625412	0.82	Flore!	French	L1
post7625601	0.8	snarkhunter	French - France	L1
post7644213	0.81	tilt	French French	L1
post7645435	0.76	Nicomon	Français, Québec ♀	L1
post7639363	0.67	UrsaeMinoris	English	L2
post7639403	0.68	UrsaeMinoris	English	L2
post7641841	0.59	Chris Spokesperson	English - Ireland	L2
post7642262	0.74	Yanne13	Czech	L2
post7641721	0.57	Lacuzon	French - France	L1
post7629259	0.49	Funambule	Dutch	L2
post7629563	0.74	Flore!	French	L1
post7629827	0.75	Thomas1	polszczyzna warszawska	L2
post7630439	0.77	Chimel	Français	L1
post7632249	0.8	Flore!	French	L1
post7628840	0.78	Chimel	Français	L1
post7629197	0.74	Flore!	French	L1
post7630492	0.87	Chimel	Français	L1
post7632212	0.79	Flore!	French	L1
post7628869	0.79	Chimel	Français	L1
post7621793	0.66	Flore!	French	L1
post7622214	0.79	JiPiJou	French	L1
post7623538	0.73	jacquesvd	Dutch	L2
post7621573	0.73	hugohaas	French	L1
post7612781	0.75	Chimel	Français	L1
post7617798	0.83	Chimel	Français	L1
post7620584	0.77	Flore!	French	L1
post7519669	0.74	hugohaas	French	L1
post7609747	0.68	DaniL	slovène	L2
post7606666	0.76	renoirbleu	South Korea, Korean	L2
post7615015	0.77	Chimel	Français	L1
post7613505	0.82	Cracker Jack	Ilonggo	L2
post7605955	0.74	pup	England, English	L2
post7608429	0.66	Flore!	French	L1
post7613494	0.77	pup	England, English	L2
post7603226	0.77	duchevreuil	Swedish	L2
post7604517	0.8	Thomas1	polszczyzna warszawska	L2
post7604077	0.77	PHOIBI	grec	L2
post7593102	0.8	snarkhunter	French - France	L1
post7608496	0.72	Chris Spokesperson	English - Ireland	L2
post7608621	0.84	Flore!	French	L1
post7586074	0.68	quinoa	french	L1
post7605532	0.56	Maître Capello	French – Switzerland	L1
post7602452	0.67	duchevreuil	Swedish	L2
post7603211	0.77	CABEZOTA	french	L1
post7601488	0.9	Flore!	French	L1
post7599386	0.73	Reliure	français	L1
post7598054	0.7	Punky Zoé	France - français	L1
post7594752	0.79	jacquesvd	Dutch	L2
post7597723	0.77	JiPiJou	French	L1
post7596781	0.71	Flore!	French	L1
post7596840	0.79	Punky Zoé	France - français	L1
post7588866	0.79	Flore!	French	L1
post7591894	0.75	Clotaire	Français	L1
post7588012	0.8	Hole	Croatia - Croatian	L2
post7583179	0.74	brigae	Français - Belgique	L1
post7356183	0.69	Pierre Simon	English	L2
post7366815	0.72	Pierre Simon	English	L2
post7578620	0.78	Flore!	French	L1
post7576414	0.77	Chimel	Français	L1
post7576011	0.75	Sexygillou	French	L1
post7572306	0.79	Flore!	French	L1
post7562365	0.69	Chimel	Français	L1
post7564159	0.68	itka	français	L1
post7570135	0.8	Sexygillou	French	L1
post7568484	0.58	Thomas1	polszczyzna warszawska	L2
post7568780	0.69	Flore!	French	L1
post7567512	0.79	Chimel	Français	L1
post7563029	0.74	Chimel	Français	L1
post7563687	0.73	Flore!	French	L1
post7564291	0.77	itka	français	L1
post7562224	0.78	StefKE	French - Belgium	L1
post7552789	0.77	Thomas1	polszczyzna warszawska	L2
post7542196	0.63	Chimel	Français	L1
post7552405	0.71	Thomas1	polszczyzna warszawska	L2
post7552542	0.83	xavierG	Français (France)	L1
post6137848	0.65	g-emi4	French France	L1
post7550075	0.77	Xence	Algeria (Arabic - French)	L1
post7557065	0.77	Xence	Algeria (Arabic - French)	L1
post7555374	0.77	Chimel	Français	L1
post7556700	0.76	dubina	anglais - États-Unis	L2
post7555716	0.68	renoirbleu	South Korea, Korean	L2
post7555064	0.67	Anaphore	French - France	L1
post7555159	0.66	Anaphore	French - France	L1
post7555351	0.76	Anaphore	French - France	L1
post7552373	0.73	Thomas1	polszczyzna warszawska	L2
post7521900	0.71	tilt	French French	L1
post7544972	0.74	Chris Spokesperson	English - Ireland	L2
post7546447	0.79	Chimel	Français	L1
post7552499	0.64	xavierG	Français (France)	L1
post7549654	0.7	Pure_Yvesil	Dutch	L2
post7550550	0.67	danylor	romanian	L2
post7550849	0.77	Chimel	Français	L1
post7549140	0.72	Asmodée	Français	L1
post7549341	0.65	vesaas	turkish	L2
post7539379	0.76	Chimel	Français	L1
post7547693	0.71	Chimel	Français	L1
post5203867	0.73	john_riemann_soong	English, Singlish, Chinese; Singapore	L2
post5210996	0.7	john_riemann_soong	English, Singlish, Chinese; Singapore	L2
post7545446	0.75	john_riemann_soong	English, Singlish, Chinese; Singapore	L2
post7526921	0.75	jacquesvd	Dutch	L2
post7540835	0.7	geostan	English Canada	L2
post7535770	0.7	Thomas1	polszczyzna warszawska	L2
post7531580	0.71	snarkhunter	French - France	L1
post7530270	0.73	Barteque	Polish	L2
post1376480	0.71	optimistique	Dutch - Netherlands	L2
post1377085	0.79	Aire_Azul	Français	L1
post7526984	0.76	Aoyama	français Clodoaldien	L1
post7529934	0.81	Chimel	Français	L1
post7529961	0.63	Chimel	Français	L1
post7524930	0.74	Hole	Croatia - Croatian	L2
post7520064	0.88	Xence	Algeria (Arabic - French)	L1
post7522185	0.72	Xence	Algeria (Arabic - French)	L1
post7525615	0.8	Thomas1	polszczyzna warszawska	L2
post7525819	0.81	tilt	French French	L1
post7521720	0.74	W. Chopin	Russe	L2
post7518664	0.67	Nanon	français (France)	L1
post7522644	0.78	Nanon	français (France)	L1
post653703	0.63	xav	France	L1
post7514212	0.54	abson	french	L1
post7521814	0.67	snarkhunter	French - France	L1
post7522239	0.62	timofei	French	L1
post7505173	0.73	tilt	French French	L1
post7518033	0.71	geostan	English Canada	L2
post7520537	0.71	Hugolienne7	English	L2
post7521345	0.74	tilt	French French	L1
post7517377	0.73	hugohaas	French	L1
post7503068	0.76	Nicomon	Français, Québec ♀	L1
post7503856	0.72	Nicomon	Français, Québec ♀	L1
post7512932	0.7	Aoyama	français Clodoaldien	L1
post7516851	0.79	Nicomon	Français, Québec ♀	L1
post7511796	0.53	JasonP	English	L2
post7515643	0.49	tilt	French French	L1
post7511260	0.78	W. Chopin	Russe	L2
post7509182	0.83	mariox	bosnian/croatian/serbian	L2
post7509732	0.73	Dev71	French	L1
post7510010	0.74	tilt	French French	L1
post7508594	0.72	Punky Zoé	France - français	L1
post7508810	0.78	mariox	bosnian/croatian/serbian	L2
post7498950	0.79	egressio	korean	L2
post7500742	0.79	Xence	Algeria (Arabic - French)	L1
post7507304	0.71	Punky Zoé	France - français	L1
post7508628	0.77	Xence	Algeria (Arabic - French)	L1
post7507585	0.74	Aoyama	français Clodoaldien	L1
post7506598	0.69	tilt	French French	L1
post7504744	0.67	Asmodée	Français	L1
post7505530	0.81	tilt	French French	L1
post6710637	0.67	haripeter	English - American	L2
post7499900	0.76	Punky Zoé	France - français	L1
post7495440	0.71	egressio	korean	L2
post7498693	0.69	tilt	French French	L1
post7494345	0.8	Nanon	français (France)	L1
post7485913	0.82	JiPiJou	French	L1
post7487981	0.82	Nicomon	Français, Québec ♀	L1
post7491817	0.74	Chimel	Français	L1
post7488477	0.82	tilt	French French	L1
post7488858	0.74	Asmodée	Français	L1
post7489420	0.7	Asmodée	Français	L1
post7489839	0.76	Asmodée	Français	L1
post7487256	0.72	egressio	korean	L2
post7299417	0.8	Chimel	Français	L1
post7301122	0.77	Nanon	français (France)	L1
post7365977	0.78	Armelle	French / France	L1
post7367185	0.75	Chimel	Français	L1
post7367548	0.78	Nicomon	Français, Québec ♀	L1
post7480396	0.83	Nicomon	Français, Québec ♀	L1
post1695346	0.75	LV4-26	France French	L1
post7477306	0.73	céleste*	Turkish	L2
post7478104	0.71	LV4-26	France French	L1
post1564495	0.87	geve	France, French	L1
post2404888	0.78	geve	France, French	L1
post2405839	0.79	CABEZOTA	french	L1
post2973771	0.82	Punky Zoé	France - français	L1
post7474557	0.85	JiPiJou	French	L1
post7467733	0.69	Asmodée	Français	L1
post7471333	0.86	tilt	French French	L1
post7463718	0.65	rukiak	japanese	L2
post7463853	0.66	rukiak	japanese	L2
post7464139	0.73	Chris Spokesperson	English - Ireland	L2
post7464174	0.78	tilt	French French	L1
post7468415	0.68	Chris Spokesperson	English - Ireland	L2
post7462872	0.8	tilt	French French	L1
post7443923	0.68	CABEZOTA	french	L1
post7447245	0.69	CABEZOTA	french	L1
post7449079	0.72	janpol	France - français	L1
post7452995	0.77	Sonia Marmeladov	English	L2
post7454963	0.69	Sonia Marmeladov	English	L2
post7455096	0.79	snarkhunter	French - France	L1
post7454868	0.69	Sonia Marmeladov	English	L2
post7457320	0.63	W. Chopin	Russe	L2
post7457577	0.7	Sonia Marmeladov	English	L2
post7457033	0.77	Sonia Marmeladov	English	L2
post6469279	0.82	Donaldos	French - France	L1
post7455018	0.64	teretani	Tagalog	L2
post7454123	0.74	CABEZOTA	french	L1
post4071282	0.73	Piotr Ivanovitch	France	L1
post3535534	0.79	Agnès E.	France, French	L1
